"","X2.Hacid_dh","X60KD_IMP","A.2_8.polyST","AAA_21","ABC1","ABC_membrane","ACP_PD","ASMase_C","ATP.synt_D","AXE1","Acid_PPase","Aconitase","Aconitase_C","Adeno_IVa2","AdoMet_Synthase","Aga_SIR2","Ala_racemase_N","Amidase","Amidase_2","ApbE","ArsC","ArsP_1","Autotransporter","BOFC_N","BPD_transp_1","BPD_transp_2","Bac_export_3","Bap31","Biotin_lipoyl","BrxC_00003","CARF3..CARF_MK_CARF_01001976","CARF3..CARF_TM_CARF3..CARF_TM","CARF4..CARF_PDDEXK_MK_CARF_00010378","CARF8..CARF_TM_MK_CARF_00012989","CLP_protease","CNNM","CPSase_L_D2","CagX","Caps_synth","Cas1_II_WP_078484493.1","Cas2_II_WP_167337171.1","Cas3e_WP_189128522.1","Chorismate_bind","Coatomer_E","Cob_adeno_trans","Competence","Csn2_WP_012290143.1","DHH","DNA_circ_N","DUF1175","DUF1403","DUF1494","DUF1576","DUF1749","DUF1963","DUF2001","DUF2112","DUF218","DUF2262","DUF2577","DUF2634","DUF2663","DUF2673","DUF2716","DUF2815","DUF3091","DUF3113","DUF3126","DUF3185","DUF3383","DUF354","DUF3577","DUF3768","DUF3786","DUF3993","DUF4132","DUF4656","DUF4839","DUF4938","DUF5016","DUF5048","DUF5096","DUF5669","DUF6002","DUF6148","DUF6176","DUF6314","DUF6366","DUF6395","DUF6442","DUF6488","DUF899","DUF937","DUF975","DciA","DeoRC","DnaJ_C","DndA_00001","DoxA","DoxD","DpdF_00011","DrmC_00003","DrmC_00030","DrsE","DruK_00002","E1E2_00011","E1E2_00023","E2_00014","EVC2_like","Effector_00002","Effector_00040","Effector_00056","Effector_00097","Enolase_C","EntA_Immun","Exo_endo_phos_3","FTSW_RODA_SPOVE","FadA","FeoB_N","Flavokinase","Formyl_trans_N","G6PD_bact","GATase_2","GATase_4","GIDA_C","GajB_00012","Glu.tRNAGln","Glyco_tranf_2_3","Glyco_transf_52","Glyco_transf_56","Glyco_transf_9","Glycos_transf_3","Glycos_transf_4","GnsAB_toxin","HDPD","HEase_00006","HK97.gp10_like","HNH_repeat","HNHc_6","HTH_17","HTH_Tnp_1_2","HemY_N","HicA_toxin","HicB_lk_antitox","HlyD_2","HlyD_D23","HpaB_N","IGPS","Iso_dh","JetC1_00003","JetC1_00017","JetC2_00003","KH_4","KPP10_Orf10","LGT","LOR","LPAM_1","LepA_C","META","MFS_3","MORN_2","Macoilin","Metallophos_3","Methyltransf_4","Mfp.3","MliC","Mntp","MobL","MreB_Mbl","MscL","MtN3_slv","MurB_C","MurJ","Mur_ligase_M","NLPC_P60","NQR2_RnfD_RnfE","NUDIX_2","NatA_aux_su","NeuB","Nitr_red_alph_N","Nuc_H_symport","O.antigen_lig","OEP","OTCace_N","Oxidoreduct_C","P22_Cro","PGM_PMM_I","PPR_long","PRAI","Pam16","PbeA_00005","PelG","Pep_deformylase","Pept_tRNA_hydro","Peptidase_M50","Phage_cap_E","Phage_capsid","Phage_connect_1","Phage_integrase","Phage_portal","Phage_prot_Gp6","Phage_sheath_1C","PhzC.PhzF","Polysacc_deac_1","Pox_D2","PseudoU_synth_2","PtuA1_00010","PtuA1_00014","PtuA1_00039","Put_Phosphatase","Pyc_TIR","PyrI","QueC_00001","QueH","REase_II_00171","REase_II_00173","RIO1","RPN1_C","Radical_SAM","Rep_1","Ribonuclease_P","Ribosomal_L19","Ribosomal_L34","Ribosomal_S18","Ribosomal_S6","RsgI_N","RtcR_PspF1..CARF_AAA_HTH_RtcR_PspF1..CARF_AAA_HTH","S4_2","SBP_bac_5","SBP_bac_8","SDH_sah","SLAC1","SLC35F","SMC_ScpA","SMC_ScpB","SSB","Sda","SduA_00006","SecG","SepF","Smr","SspH_00004","Sugar_tr","T4SS.DNA_transf","TAD2","THF_DHG_CYH","TIM","TMEM238","TMEMspv1.c74.12","TPR_15","TerL_nuclease","Terminase_3","TetR_C_13","Thioredoxin","ThsA1_00007","ThsB1_00017","TniQ_1_I.F","Tom37","TraC","TrbI","TrbL","Trp_syntA","Tubulin","UBA_6","UPF0257","UPF0542","VAPB_antitox","VRR_NUC","VirB8","Voltage_CLC","Y2_Tnp","YidD","YmdB","YqfD","ZorA2_00006","ZorC1_00011","cas4","cas_TM1810_Csm2","cd06127","cd09726","drt.AbiA_large","drt.UG33","drt.cluster58","drt.cluster999","ivWA","mREase_IV_00004","mkCas0117","pPIWI_RE_REase","padloc_Cas13a","retron_type_III_A5_prtase_various_cluster","retron_type_I_B1_atpase_toprim_cluster22_2","retron_type_VI_hth_cluster2_1","shah_acc_0181"
"44",0,0.424657534246575,0,0.616438356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0.0136986301369863,0,0.191780821917808,0,0,0,0,0.0410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219178082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63013698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589041095890411,0,0,0,0,0.10958904109589,0.0273972602739726,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0,0,0.397260273972603,0,0,0,0,0,0,0,0,0,0.0410958904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520547945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602739726027397,0,0,0,0,0,0,0,0,0.698630136986301,0,0,0,0.424657534246575,0,0.301369863013699,0,0,0,0,0.602739726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424657534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732283464566929,0,0,0,0,0.598425196850394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748031496062992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.937007874015748,0,0,0,0,0.519685039370079,0,0,0,0,0,0,0.811023622047244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708661417322835,0,0,0,0,0,0,0,0,0,0.637795275590551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0,0,0,0,0,0,0,0,0.362204724409449,0,0,0,0,0.78740157480315,0,0.850393700787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866141732283465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748031496062992,0,0,0,0,0,0,0,0,0,0,0.543307086614173,0,0,0,0,0,0,0,0,0,0,0.519685039370079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.84,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.34,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476190476190476,0.80952380952381,0,0.476190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",0,0,0,0,0.444444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0.305555555555556,0,0,0,0.388888888888889,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.0357142857142857,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678571428571429,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.464285714285714,0,0,0,0,0,0,0,0,0,0,0,0.785714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0.821428571428571,0,0,0,0,0,0,0,0.464285714285714,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464285714285714,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714285714286,0,0,0,0,0,0,0,0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844444444444444,0,0,0,0,0,0,0,0,0,0,0.544444444444444,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144444444444444,0.555555555555556,0,0,0,0,0,0,0,0,0,0,0,0.711111111111111,0.588888888888889,0,0,0,0,0,0,0.744444444444444,0,0,0,0,0,0,0.566666666666667,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377777777777778,0,0,0,0,0,0,0,0,0,0.355555555555556,0,0,0,0,0,0,0,0,0.177777777777778,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.766666666666667,0,0,0,0,0.0111111111111111,0,0,0,0,0,0,0,0,0.555555555555556,0,0.8,0,0,0,0,0.555555555555556,0,0,0,0,0,0.0111111111111111,0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0.678571428571429,0.714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321428571428571,0,0,0,0,0,0,0,0,0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,0,0,0.964285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0.018348623853211,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0.0122324159021407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247706422018349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122324159021407,0,0,0,0,0,0,0.0581039755351682,0,0,0,0.125382262996942,0.134556574923547,0.0397553516819572,0,0,0,0,0,0,0,0.0703363914373089,0,0,0,0,0,0,0,0,0,0,0.134556574923547,0,0,0,0.302752293577982,0,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143730886850153,0,0,0,0.113149847094801,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0.073394495412844,0.0672782874617737,0,0.0122324159021407,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018348623853211,0,0,0,0,0.293577981651376,0.0275229357798165,0,0.018348623853211,0,0.0152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305810397553517,0,0,0,0,0,0,0,0.00917431192660551,0.0152905198776758,0,0,0,0,0,0,0,0,0,0,0,0,0.00917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122324159021407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00611620795107034,0,0,0,0,0,0,0,0,0,0,0,0,0.0275229357798165,0
"81",0,0,0,0,0,0,0.438095238095238,0,0,0,0,0,0,0,0,0,0.00952380952380952,0.314285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0.00952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0.961904761904762,0.0476190476190476,0,0,0.80952380952381,0,0,0,0,0,0,0,0,0.0380952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771428571428571,0,0,0,0,0,0,0.647619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
"69",0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,1,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0.04,0,0,0.92,0,0,0,0,0,0,0,0.32,0.74,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0.44
"89",0,0,0,0,0,0,0,0,0.314285714285714,0,0,0,0,0,0.371428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0,0,0,0,0,0,0.914285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0.742857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0.342857142857143,0.0857142857142857,0,0,0,0,0,0,0.914285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",0,0,0,0.0895522388059701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522388059701493,0,0,0,0,0.0895522388059701,0,0,0,0.0223880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746268656716418,0.0149253731343284,0,0,0,0.104477611940299,0,0,0,0,0,0,0,0,0.619402985074627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507462686567164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082089552238806,0,0.134328358208955,0.343283582089552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746268656716418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082089552238806,0.343283582089552,0.00746268656716418,0.0447761194029851,0,0,0,0,0,0,0,0.335820895522388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082089552238806,0,0,0,0,0,0.0149253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119402985074627,0.0223880597014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328358208955224,0,0,0,0,0,0,0,0,0,0,0.201492537313433,0.00746268656716418,0,0,0.559701492537313,0,0,0,0,0,0,0,0,0.813432835820896,0
"65",0,0,0,0,0,0,0,0.58974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0,0,0,0,0.179487179487179,0,0,0,0.179487179487179,0,0,0,0,0,0,0,0,0.641025641025641,0.0512820512820513,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,0,0.538461538461538,0.384615384615385,0,0.641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769230769230769,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358974358974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512820512820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740740740741,0,0.388888888888889,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0.574074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37037037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0.907407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0,0.555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203703703703704,0,0,0,0,0.388888888888889,0,0,0,0,0,0,0,0.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185185185185185,0,0,0,0,0,0.444444444444444,0,0.037037037037037,0
"7",0,0,0,0.228571428571429,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857142857142857,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657142857142857,0,0,0,0,0,0,0,0,0,0,0.342857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0.542857142857143,0,0,0,0,0,0,0,0,0
"79",0,0,0,0,0,0,0,0,0,0,0.240506329113924,0,0,0,0,0,0,0,0,0,0,0,0.0506329113924051,0,0,0,0,0,0,0,0.0253164556962025,0.0632911392405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886075949367089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113924050632911,0,0,0,0.734177215189873,0,0,0,0.316455696202532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164556962025316,0,0.632911392405063,0,0,0,0,0,0.379746835443038,0.341772151898734,0,0,0.0126582278481013,0,0,0,0,0,0.569620253164557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455696202531646,0,0,0,0,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0.0886075949367089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40506329113924,0,0,0,0,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20253164556962,0,0,0,0,0,0,0,0,0.0126582278481013,0,0.506329113924051,0,0,0,0,0,0,0,0.962025316455696,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341772151898734,0,0,0,0,0,0
